week,tm,playoff,conf,div,power5,conf_div,path,label
5,Arkansas State,0,Sun Belt,,0,Sun Belt,11,G5
6,Arkansas State,0,Sun Belt,,0,Sun Belt,11,G5
7,Arkansas State,0,Sun Belt,,0,Sun Belt,11,G5
8,Arkansas State,0,Sun Belt,,0,Sun Belt,11,G5
9,Arkansas State,0,Sun Belt,,0,Sun Belt,11,G5
10,Arkansas State,0,Sun Belt,,0,Sun Belt,11,G5
1,Ball State,0,MAC,West,0,MACWest,11,G5
2,Ball State,0,MAC,West,0,MACWest,11,G5
3,Ball State,0,MAC,West,0,MACWest,11,G5
4,Ball State,0,MAC,West,0,MACWest,11,G5
5,Ball State,0,MAC,West,0,MACWest,11,G5
6,Ball State,0,MAC,West,0,MACWest,11,G5
7,Ball State,0,MAC,West,0,MACWest,11,G5
8,Ball State,0,MAC,West,0,MACWest,11,G5
9,Ball State,0,MAC,West,0,MACWest,11,G5
10,Ball State,0,MAC,West,0,MACWest,11,G5
1,Boise State,0.00158,Mountain West,Mountain,0,Mountain WestMountain,11,G5
2,Boise State,0.00186,Mountain West,Mountain,0,Mountain WestMountain,11,G5
3,Boise State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
4,Boise State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
5,Boise State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
6,Boise State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
7,Boise State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
8,Boise State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
9,Boise State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
10,Boise State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
1,Bowling Green,0,MAC,East,0,MACEast,11,G5
2,Bowling Green,0,MAC,East,0,MACEast,11,G5
3,Bowling Green,0,MAC,East,0,MACEast,11,G5
4,Bowling Green,0,MAC,East,0,MACEast,11,G5
5,Bowling Green,0,MAC,East,0,MACEast,11,G5
6,Bowling Green,0,MAC,East,0,MACEast,11,G5
7,Bowling Green,0,MAC,East,0,MACEast,11,G5
8,Bowling Green,0,MAC,East,0,MACEast,11,G5
9,Bowling Green,0,MAC,East,0,MACEast,11,G5
10,Bowling Green,0,MAC,East,0,MACEast,11,G5
1,Buffalo,0,MAC,East,0,MACEast,11,G5
2,Buffalo,0,MAC,East,0,MACEast,11,G5
3,Buffalo,0,MAC,East,0,MACEast,11,G5
4,Buffalo,0,MAC,East,0,MACEast,11,G5
5,Buffalo,0,MAC,East,0,MACEast,11,G5
6,Buffalo,0,MAC,East,0,MACEast,11,G5
7,Buffalo,0,MAC,East,0,MACEast,11,G5
8,Buffalo,0,MAC,East,0,MACEast,11,G5
9,Buffalo,0,MAC,East,0,MACEast,11,G5
10,Buffalo,0,MAC,East,0,MACEast,11,G5
1,Central Michigan,0,MAC,West,0,MACWest,11,G5
2,Central Michigan,0,MAC,West,0,MACWest,11,G5
3,Central Michigan,0,MAC,West,0,MACWest,11,G5
4,Central Michigan,0,MAC,West,0,MACWest,11,G5
5,Central Michigan,0,MAC,West,0,MACWest,11,G5
6,Central Michigan,0,MAC,West,0,MACWest,11,G5
7,Central Michigan,0,MAC,West,0,MACWest,11,G5
8,Central Michigan,0,MAC,West,0,MACWest,11,G5
9,Central Michigan,0,MAC,West,0,MACWest,11,G5
10,Central Michigan,0,MAC,West,0,MACWest,11,G5
1,Charlotte,0,CUSA,East,0,CUSAEast,11,G5
2,Charlotte,0,CUSA,East,0,CUSAEast,11,G5
3,Charlotte,0,CUSA,East,0,CUSAEast,11,G5
4,Charlotte,0,CUSA,East,0,CUSAEast,11,G5
5,Charlotte,0,CUSA,East,0,CUSAEast,11,G5
6,Charlotte,0,CUSA,East,0,CUSAEast,11,G5
7,Charlotte,0,CUSA,East,0,CUSAEast,11,G5
8,Charlotte,0,CUSA,East,0,CUSAEast,11,G5
9,Charlotte,0,CUSA,East,0,CUSAEast,11,G5
10,Charlotte,0,CUSA,East,0,CUSAEast,11,G5
1,Cincinnati,4.00E-05,AAC,East,0,AACEast,11,G5
2,Cincinnati,0,AAC,East,0,AACEast,11,G5
3,Cincinnati,0,AAC,East,0,AACEast,11,G5
4,Cincinnati,0,AAC,East,0,AACEast,11,G5
5,Cincinnati,0,AAC,East,0,AACEast,11,G5
6,Cincinnati,0,AAC,East,0,AACEast,11,G5
7,Cincinnati,0,AAC,East,0,AACEast,11,G5
8,Cincinnati,0,AAC,East,0,AACEast,11,G5
9,Cincinnati,0,AAC,East,0,AACEast,11,G5
10,Cincinnati,0,AAC,East,0,AACEast,11,G5
1,Coastal Carolina,0,Sun Belt,,0,Sun Belt,11,G5
2,Coastal Carolina,0,Sun Belt,,0,Sun Belt,11,G5
1,Colorado State,0.0006,Mountain West,Mountain,0,Mountain WestMountain,11,G5
2,Colorado State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
3,Colorado State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
4,Colorado State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
5,Colorado State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
6,Colorado State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
7,Colorado State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
8,Colorado State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
9,Colorado State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
10,Colorado State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
1,Connecticut,0,AAC,East,0,AACEast,11,G5
2,Connecticut,0,AAC,East,0,AACEast,11,G5
3,Connecticut,0,AAC,East,0,AACEast,11,G5
4,Connecticut,0,AAC,East,0,AACEast,11,G5
5,Connecticut,0,AAC,East,0,AACEast,11,G5
6,Connecticut,0,AAC,East,0,AACEast,11,G5
7,Connecticut,0,AAC,East,0,AACEast,11,G5
8,Connecticut,0,AAC,East,0,AACEast,11,G5
9,Connecticut,0,AAC,East,0,AACEast,11,G5
10,Connecticut,0,AAC,East,0,AACEast,11,G5
1,East Carolina,0,AAC,East,0,AACEast,11,G5
2,East Carolina,0,AAC,East,0,AACEast,11,G5
3,East Carolina,0,AAC,East,0,AACEast,11,G5
4,East Carolina,0,AAC,East,0,AACEast,11,G5
5,East Carolina,0,AAC,East,0,AACEast,11,G5
6,East Carolina,0,AAC,East,0,AACEast,11,G5
7,East Carolina,0,AAC,East,0,AACEast,11,G5
8,East Carolina,0,AAC,East,0,AACEast,11,G5
9,East Carolina,0,AAC,East,0,AACEast,11,G5
10,East Carolina,0,AAC,East,0,AACEast,11,G5
1,Eastern Michigan,0,MAC,West,0,MACWest,11,G5
2,Eastern Michigan,0,MAC,West,0,MACWest,11,G5
3,Eastern Michigan,0,MAC,West,0,MACWest,11,G5
4,Eastern Michigan,0,MAC,West,0,MACWest,11,G5
5,Eastern Michigan,0,MAC,West,0,MACWest,11,G5
6,Eastern Michigan,0,MAC,West,0,MACWest,11,G5
7,Eastern Michigan,0,MAC,West,0,MACWest,11,G5
8,Eastern Michigan,0,MAC,West,0,MACWest,11,G5
9,Eastern Michigan,0,MAC,West,0,MACWest,11,G5
10,Eastern Michigan,0,MAC,West,0,MACWest,11,G5
1,Florida Atlantic,0,CUSA,East,0,CUSAEast,11,G5
2,Florida Atlantic,0,CUSA,East,0,CUSAEast,11,G5
3,Florida Atlantic,0,CUSA,East,0,CUSAEast,11,G5
4,Florida Atlantic,0,CUSA,East,0,CUSAEast,11,G5
5,Florida Atlantic,0,CUSA,East,0,CUSAEast,11,G5
6,Florida Atlantic,0,CUSA,East,0,CUSAEast,11,G5
7,Florida Atlantic,0,CUSA,East,0,CUSAEast,11,G5
8,Florida Atlantic,0,CUSA,East,0,CUSAEast,11,G5
9,Florida Atlantic,0,CUSA,East,0,CUSAEast,11,G5
10,Florida Atlantic,0,CUSA,East,0,CUSAEast,11,G5
1,Florida International,2.00E-05,CUSA,East,0,CUSAEast,11,G5
2,Florida International,0,CUSA,East,0,CUSAEast,11,G5
3,Florida International,0,CUSA,East,0,CUSAEast,11,G5
4,Florida International,0,CUSA,East,0,CUSAEast,11,G5
5,Florida International,0,CUSA,East,0,CUSAEast,11,G5
6,Florida International,0,CUSA,East,0,CUSAEast,11,G5
7,Florida International,0,CUSA,East,0,CUSAEast,11,G5
8,Florida International,0,CUSA,East,0,CUSAEast,11,G5
9,Florida International,0,CUSA,East,0,CUSAEast,11,G5
10,Florida International,0,CUSA,East,0,CUSAEast,11,G5
1,Fresno State,0,Mountain West,West,0,Mountain WestWest,11,G5
2,Fresno State,0,Mountain West,West,0,Mountain WestWest,11,G5
3,Fresno State,0,Mountain West,West,0,Mountain WestWest,11,G5
4,Fresno State,0,Mountain West,West,0,Mountain WestWest,11,G5
5,Fresno State,0,Mountain West,West,0,Mountain WestWest,11,G5
6,Fresno State,0,Mountain West,West,0,Mountain WestWest,11,G5
7,Fresno State,0,Mountain West,West,0,Mountain WestWest,11,G5
8,Fresno State,0,Mountain West,West,0,Mountain WestWest,11,G5
9,Fresno State,0,Mountain West,West,0,Mountain WestWest,11,G5
10,Fresno State,0,Mountain West,West,0,Mountain WestWest,11,G5
1,Georgia Southern,0,Sun Belt,,0,Sun Belt,11,G5
2,Georgia Southern,0,Sun Belt,,0,Sun Belt,11,G5
3,Georgia Southern,0,Sun Belt,,0,Sun Belt,11,G5
4,Georgia Southern,0,Sun Belt,,0,Sun Belt,11,G5
5,Georgia Southern,0,Sun Belt,,0,Sun Belt,11,G5
6,Georgia Southern,0,Sun Belt,,0,Sun Belt,11,G5
7,Georgia Southern,0,Sun Belt,,0,Sun Belt,11,G5
8,Georgia Southern,0,Sun Belt,,0,Sun Belt,11,G5
9,Georgia Southern,0,Sun Belt,,0,Sun Belt,11,G5
10,Georgia Southern,0,Sun Belt,,0,Sun Belt,11,G5
1,Georgia State,0,Sun Belt,,0,Sun Belt,11,G5
2,Georgia State,0,Sun Belt,,0,Sun Belt,11,G5
3,Georgia State,0,Sun Belt,,0,Sun Belt,11,G5
4,Georgia State,0,Sun Belt,,0,Sun Belt,11,G5
5,Georgia State,0,Sun Belt,,0,Sun Belt,11,G5
6,Georgia State,0,Sun Belt,,0,Sun Belt,11,G5
7,Georgia State,0,Sun Belt,,0,Sun Belt,11,G5
8,Georgia State,0,Sun Belt,,0,Sun Belt,11,G5
9,Georgia State,0,Sun Belt,,0,Sun Belt,11,G5
10,Georgia State,0,Sun Belt,,0,Sun Belt,11,G5
1,Hawaii,0,Mountain West,West,0,Mountain WestWest,11,G5
2,Hawaii,0,Mountain West,West,0,Mountain WestWest,11,G5
3,Hawaii,0,Mountain West,West,0,Mountain WestWest,11,G5
4,Hawaii,0,Mountain West,West,0,Mountain WestWest,11,G5
5,Hawaii,0,Mountain West,West,0,Mountain WestWest,11,G5
6,Hawaii,0,Mountain West,West,0,Mountain WestWest,11,G5
7,Hawaii,0,Mountain West,West,0,Mountain WestWest,11,G5
8,Hawaii,0,Mountain West,West,0,Mountain WestWest,11,G5
9,Hawaii,0,Mountain West,West,0,Mountain WestWest,11,G5
10,Hawaii,0,Mountain West,West,0,Mountain WestWest,11,G5
1,Houston,0.00242,AAC,West,0,AACWest,11,G5
2,Houston,0.00174,AAC,West,0,AACWest,11,G5
3,Houston,0,AAC,West,0,AACWest,11,G5
4,Houston,0.01,AAC,West,0,AACWest,11,G5
5,Houston,0,AAC,West,0,AACWest,11,G5
6,Houston,0,AAC,West,0,AACWest,11,G5
7,Houston,0,AAC,West,0,AACWest,11,G5
8,Houston,0,AAC,West,0,AACWest,11,G5
9,Houston,0,AAC,West,0,AACWest,11,G5
10,Houston,0,AAC,West,0,AACWest,11,G5
1,Idaho,0,Sun Belt,,0,Sun Belt,11,G5
2,Idaho,0,Sun Belt,,0,Sun Belt,11,G5
3,Idaho,0,Sun Belt,,0,Sun Belt,11,G5
4,Idaho,0,Sun Belt,,0,Sun Belt,11,G5
5,Idaho,0,Sun Belt,,0,Sun Belt,11,G5
6,Idaho,0,Sun Belt,,0,Sun Belt,11,G5
7,Idaho,0,Sun Belt,,0,Sun Belt,11,G5
8,Idaho,0,Sun Belt,,0,Sun Belt,11,G5
9,Idaho,0,Sun Belt,,0,Sun Belt,11,G5
10,Idaho,0,Sun Belt,,0,Sun Belt,11,G5
1,Kent State,0,MAC,East,0,MACEast,11,G5
2,Kent State,0,MAC,East,0,MACEast,11,G5
3,Kent State,0,MAC,East,0,MACEast,11,G5
4,Kent State,0,MAC,East,0,MACEast,11,G5
5,Kent State,0,MAC,East,0,MACEast,11,G5
6,Kent State,0,MAC,East,0,MACEast,11,G5
7,Kent State,0,MAC,East,0,MACEast,11,G5
8,Kent State,0,MAC,East,0,MACEast,11,G5
9,Kent State,0,MAC,East,0,MACEast,11,G5
10,Kent State,0,MAC,East,0,MACEast,11,G5
1,Louisiana Tech,0.00036,CUSA,West,0,CUSAWest,11,G5
2,Louisiana Tech,6.00E-05,CUSA,West,0,CUSAWest,11,G5
3,Louisiana Tech,0,CUSA,West,0,CUSAWest,11,G5
4,Louisiana Tech,0,CUSA,West,0,CUSAWest,11,G5
5,Louisiana Tech,0,CUSA,West,0,CUSAWest,11,G5
6,Louisiana Tech,0,CUSA,West,0,CUSAWest,11,G5
7,Louisiana Tech,0,CUSA,West,0,CUSAWest,11,G5
8,Louisiana Tech,0,CUSA,West,0,CUSAWest,11,G5
9,Louisiana Tech,0,CUSA,West,0,CUSAWest,11,G5
10,Louisiana Tech,0,CUSA,West,0,CUSAWest,11,G5
1,Louisiana-Lafayette,0,Sun Belt,,0,Sun Belt,11,G5
2,Louisiana-Lafayette,0,Sun Belt,,0,Sun Belt,11,G5
3,Louisiana-Lafayette,0,Sun Belt,,0,Sun Belt,11,G5
4,Louisiana-Lafayette,0,Sun Belt,,0,Sun Belt,11,G5
5,Louisiana-Lafayette,0,Sun Belt,,0,Sun Belt,11,G5
6,Louisiana-Lafayette,0,Sun Belt,,0,Sun Belt,11,G5
7,Louisiana-Lafayette,0,Sun Belt,,0,Sun Belt,11,G5
8,Louisiana-Lafayette,0,Sun Belt,,0,Sun Belt,11,G5
9,Louisiana-Lafayette,0,Sun Belt,,0,Sun Belt,11,G5
10,Louisiana-Lafayette,0,Sun Belt,,0,Sun Belt,11,G5
1,Louisiana-Monroe,0,Sun Belt,,0,Sun Belt,11,G5
2,Louisiana-Monroe,0,Sun Belt,,0,Sun Belt,11,G5
3,Louisiana-Monroe,0,Sun Belt,,0,Sun Belt,11,G5
4,Louisiana-Monroe,0,Sun Belt,,0,Sun Belt,11,G5
5,Louisiana-Monroe,0,Sun Belt,,0,Sun Belt,11,G5
6,Louisiana-Monroe,0,Sun Belt,,0,Sun Belt,11,G5
7,Louisiana-Monroe,0,Sun Belt,,0,Sun Belt,11,G5
8,Louisiana-Monroe,0,Sun Belt,,0,Sun Belt,11,G5
9,Louisiana-Monroe,0,Sun Belt,,0,Sun Belt,11,G5
10,Louisiana-Monroe,0,Sun Belt,,0,Sun Belt,11,G5
1,Marshall,0,CUSA,East,0,CUSAEast,11,G5
2,Marshall,0,CUSA,East,0,CUSAEast,11,G5
3,Marshall,0,CUSA,East,0,CUSAEast,11,G5
4,Marshall,0,CUSA,East,0,CUSAEast,11,G5
5,Marshall,0,CUSA,East,0,CUSAEast,11,G5
6,Marshall,0,CUSA,East,0,CUSAEast,11,G5
7,Marshall,0,CUSA,East,0,CUSAEast,11,G5
8,Marshall,0,CUSA,East,0,CUSAEast,11,G5
9,Marshall,0,CUSA,East,0,CUSAEast,11,G5
10,Marshall,0,CUSA,East,0,CUSAEast,11,G5
1,Memphis,0.00672,AAC,West,0,AACWest,11,G5
2,Memphis,0.00284,AAC,West,0,AACWest,11,G5
3,Memphis,0,AAC,West,0,AACWest,11,G5
4,Memphis,0,AAC,West,0,AACWest,11,G5
5,Memphis,0.00367,AAC,West,0,AACWest,11,G5
6,Memphis,0,AAC,West,0,AACWest,11,G5
7,Memphis,0,AAC,West,0,AACWest,11,G5
8,Memphis,0,AAC,West,0,AACWest,11,G5
9,Memphis,0,AAC,West,0,AACWest,11,G5
10,Memphis,0,AAC,West,0,AACWest,11,G5
1,Miami (OH),0.00012,MAC,East,0,MACEast,11,G5
2,Miami (OH),0,MAC,East,0,MACEast,11,G5
3,Miami (OH),0,MAC,East,0,MACEast,11,G5
4,Miami (OH),0,MAC,East,0,MACEast,11,G5
5,Miami (OH),0,MAC,East,0,MACEast,11,G5
6,Miami (OH),0,MAC,East,0,MACEast,11,G5
7,Miami (OH),0,MAC,East,0,MACEast,11,G5
8,Miami (OH),0,MAC,East,0,MACEast,11,G5
9,Miami (OH),0,MAC,East,0,MACEast,11,G5
10,Miami (OH),0,MAC,East,0,MACEast,11,G5
1,Middle Tennessee,0,CUSA,East,0,CUSAEast,11,G5
2,Middle Tennessee,0,CUSA,East,0,CUSAEast,11,G5
3,Middle Tennessee,0,CUSA,East,0,CUSAEast,11,G5
4,Middle Tennessee,0,CUSA,East,0,CUSAEast,11,G5
5,Middle Tennessee,0,CUSA,East,0,CUSAEast,11,G5
6,Middle Tennessee,0,CUSA,East,0,CUSAEast,11,G5
7,Middle Tennessee,0,CUSA,East,0,CUSAEast,11,G5
8,Middle Tennessee,0,CUSA,East,0,CUSAEast,11,G5
9,Middle Tennessee,0,CUSA,East,0,CUSAEast,11,G5
10,Middle Tennessee,0,CUSA,East,0,CUSAEast,11,G5
1,Navy,4.00E-05,AAC,West,0,AACWest,11,G5
2,Navy,0.0009,AAC,West,0,AACWest,11,G5
3,Navy,0,AAC,West,0,AACWest,11,G5
4,Navy,0,AAC,West,0,AACWest,11,G5
5,Navy,0.00014,AAC,West,0,AACWest,11,G5
6,Navy,0.00045,AAC,West,0,AACWest,11,G5
7,Navy,0.00015,AAC,West,0,AACWest,11,G5
8,Navy,0,AAC,West,0,AACWest,11,G5
9,Navy,0,AAC,West,0,AACWest,11,G5
10,Navy,0,AAC,West,0,AACWest,11,G5
1,Nevada,0,Mountain West,West,0,Mountain WestWest,11,G5
2,Nevada,0,Mountain West,West,0,Mountain WestWest,11,G5
3,Nevada,0,Mountain West,West,0,Mountain WestWest,11,G5
4,Nevada,0,Mountain West,West,0,Mountain WestWest,11,G5
5,Nevada,0,Mountain West,West,0,Mountain WestWest,11,G5
6,Nevada,0,Mountain West,West,0,Mountain WestWest,11,G5
7,Nevada,0,Mountain West,West,0,Mountain WestWest,11,G5
8,Nevada,0,Mountain West,West,0,Mountain WestWest,11,G5
9,Nevada,0,Mountain West,West,0,Mountain WestWest,11,G5
10,Nevada,0,Mountain West,West,0,Mountain WestWest,11,G5
1,New Mexico,4.00E-05,Mountain West,Mountain,0,Mountain WestMountain,11,G5
2,New Mexico,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
3,New Mexico,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
4,New Mexico,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
5,New Mexico,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
6,New Mexico,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
7,New Mexico,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
8,New Mexico,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
9,New Mexico,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
10,New Mexico,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
1,New Mexico State,0,Sun Belt,,0,Sun Belt,11,G5
2,New Mexico State,0,Sun Belt,,0,Sun Belt,11,G5
3,New Mexico State,0,Sun Belt,,0,Sun Belt,11,G5
4,New Mexico State,0,Sun Belt,,0,Sun Belt,11,G5
5,New Mexico State,0,Sun Belt,,0,Sun Belt,11,G5
6,New Mexico State,0,Sun Belt,,0,Sun Belt,11,G5
7,New Mexico State,0,Sun Belt,,0,Sun Belt,11,G5
8,New Mexico State,0,Sun Belt,,0,Sun Belt,11,G5
9,New Mexico State,0,Sun Belt,,0,Sun Belt,11,G5
10,New Mexico State,0,Sun Belt,,0,Sun Belt,11,G5
1,North Texas,0,CUSA,West,0,CUSAWest,11,G5
2,North Texas,0,CUSA,West,0,CUSAWest,11,G5
3,North Texas,0,CUSA,West,0,CUSAWest,11,G5
4,North Texas,0,CUSA,West,0,CUSAWest,11,G5
5,North Texas,0,CUSA,West,0,CUSAWest,11,G5
6,North Texas,0,CUSA,West,0,CUSAWest,11,G5
7,North Texas,0,CUSA,West,0,CUSAWest,11,G5
8,North Texas,0,CUSA,West,0,CUSAWest,11,G5
9,North Texas,0,CUSA,West,0,CUSAWest,11,G5
10,North Texas,0,CUSA,West,0,CUSAWest,11,G5
1,Northern Illinois,0.00048,MAC,West,0,MACWest,11,G5
2,Northern Illinois,0,MAC,West,0,MACWest,11,G5
3,Northern Illinois,0,MAC,West,0,MACWest,11,G5
4,Northern Illinois,0,MAC,West,0,MACWest,11,G5
5,Northern Illinois,0,MAC,West,0,MACWest,11,G5
6,Northern Illinois,0,MAC,West,0,MACWest,11,G5
7,Northern Illinois,0,MAC,West,0,MACWest,11,G5
8,Northern Illinois,0,MAC,West,0,MACWest,11,G5
9,Northern Illinois,0,MAC,West,0,MACWest,11,G5
10,Northern Illinois,0,MAC,West,0,MACWest,11,G5
1,Ohio,0.00026,MAC,East,0,MACEast,11,G5
2,Ohio,1.00E-04,MAC,East,0,MACEast,11,G5
3,Ohio,0,MAC,East,0,MACEast,11,G5
4,Ohio,0,MAC,East,0,MACEast,11,G5
5,Ohio,0,MAC,East,0,MACEast,11,G5
6,Ohio,0,MAC,East,0,MACEast,11,G5
7,Ohio,0,MAC,East,0,MACEast,11,G5
8,Ohio,0,MAC,East,0,MACEast,11,G5
9,Ohio,0,MAC,East,0,MACEast,11,G5
10,Ohio,0,MAC,East,0,MACEast,11,G5
1,Old Dominion,0,CUSA,East,0,CUSAEast,11,G5
2,Old Dominion,0,CUSA,East,0,CUSAEast,11,G5
3,Old Dominion,0,CUSA,East,0,CUSAEast,11,G5
4,Old Dominion,0,CUSA,East,0,CUSAEast,11,G5
5,Old Dominion,0,CUSA,East,0,CUSAEast,11,G5
6,Old Dominion,0,CUSA,East,0,CUSAEast,11,G5
7,Old Dominion,0,CUSA,East,0,CUSAEast,11,G5
8,Old Dominion,0,CUSA,East,0,CUSAEast,11,G5
9,Old Dominion,0,CUSA,East,0,CUSAEast,11,G5
10,Old Dominion,0,CUSA,East,0,CUSAEast,11,G5
1,Rice,0,CUSA,West,0,CUSAWest,11,G5
2,Rice,0,CUSA,West,0,CUSAWest,11,G5
3,Rice,0,CUSA,West,0,CUSAWest,11,G5
4,Rice,0,CUSA,West,0,CUSAWest,11,G5
5,Rice,0,CUSA,West,0,CUSAWest,11,G5
6,Rice,0,CUSA,West,0,CUSAWest,11,G5
7,Rice,0,CUSA,West,0,CUSAWest,11,G5
8,Rice,0,CUSA,West,0,CUSAWest,11,G5
9,Rice,0,CUSA,West,0,CUSAWest,11,G5
10,Rice,0,CUSA,West,0,CUSAWest,11,G5
1,San Diego State,0.0089,Mountain West,West,0,Mountain WestWest,11,G5
2,San Diego State,0.00764,Mountain West,West,0,Mountain WestWest,11,G5
3,San Diego State,0.01,Mountain West,West,0,Mountain WestWest,11,G5
4,San Diego State,0.01,Mountain West,West,0,Mountain WestWest,11,G5
5,San Diego State,0.01245,Mountain West,West,0,Mountain WestWest,11,G5
6,San Diego State,0.0082,Mountain West,West,0,Mountain WestWest,11,G5
7,San Diego State,0.025869999,Mountain West,West,0,Mountain WestWest,11,G5
8,San Diego State,0,Mountain West,West,0,Mountain WestWest,11,G5
9,San Diego State,0,Mountain West,West,0,Mountain WestWest,11,G5
10,San Diego State,0,Mountain West,West,0,Mountain WestWest,11,G5
1,San Jose State,2.00E-05,Mountain West,West,0,Mountain WestWest,11,G5
2,San Jose State,0,Mountain West,West,0,Mountain WestWest,11,G5
3,San Jose State,0,Mountain West,West,0,Mountain WestWest,11,G5
4,San Jose State,0,Mountain West,West,0,Mountain WestWest,11,G5
5,San Jose State,0,Mountain West,West,0,Mountain WestWest,11,G5
6,San Jose State,0,Mountain West,West,0,Mountain WestWest,11,G5
7,San Jose State,0,Mountain West,West,0,Mountain WestWest,11,G5
8,San Jose State,0,Mountain West,West,0,Mountain WestWest,11,G5
9,San Jose State,0,Mountain West,West,0,Mountain WestWest,11,G5
10,San Jose State,0,Mountain West,West,0,Mountain WestWest,11,G5
1,South Alabama,0,Sun Belt,,0,Sun Belt,11,G5
2,South Alabama,0,Sun Belt,,0,Sun Belt,11,G5
3,South Alabama,0,Sun Belt,,0,Sun Belt,11,G5
4,South Alabama,0,Sun Belt,,0,Sun Belt,11,G5
5,South Alabama,0,Sun Belt,,0,Sun Belt,11,G5
6,South Alabama,0,Sun Belt,,0,Sun Belt,11,G5
7,South Alabama,0,Sun Belt,,0,Sun Belt,11,G5
8,South Alabama,0,Sun Belt,,0,Sun Belt,11,G5
9,South Alabama,0,Sun Belt,,0,Sun Belt,11,G5
10,South Alabama,0,Sun Belt,,0,Sun Belt,11,G5
1,South Florida,0.01664,AAC,East,0,AACEast,11,G5
2,South Florida,0.01826,AAC,East,0,AACEast,11,G5
3,South Florida,0.01,AAC,East,0,AACEast,11,G5
4,South Florida,0.02,AAC,East,0,AACEast,11,G5
5,South Florida,0.017890001,AAC,East,0,AACEast,11,G5
6,South Florida,0.021609999,AAC,East,0,AACEast,11,G5
7,South Florida,0.02005,AAC,East,0,AACEast,11,G5
8,South Florida,0.035999998,AAC,East,0,AACEast,11,G5
9,South Florida,0.033939999,AAC,East,0,AACEast,11,G5
10,South Florida,0,AAC,East,0,AACEast,11,G5
1,Southern Methodist,0,AAC,West,0,AACWest,11,G5
2,Southern Methodist,0,AAC,West,0,AACWest,11,G5
3,Southern Methodist,0,AAC,West,0,AACWest,11,G5
4,Southern Methodist,0,AAC,West,0,AACWest,11,G5
5,Southern Methodist,0,AAC,West,0,AACWest,11,G5
6,Southern Methodist,0,AAC,West,0,AACWest,11,G5
7,Southern Methodist,0,AAC,West,0,AACWest,11,G5
8,Southern Methodist,0,AAC,West,0,AACWest,11,G5
9,Southern Methodist,0,AAC,West,0,AACWest,11,G5
10,Southern Methodist,0,AAC,West,0,AACWest,11,G5
1,Southern Miss,0,CUSA,West,0,CUSAWest,11,G5
2,Southern Miss,0,CUSA,West,0,CUSAWest,11,G5
3,Southern Miss,0,CUSA,West,0,CUSAWest,11,G5
4,Southern Miss,0,CUSA,West,0,CUSAWest,11,G5
5,Southern Miss,0,CUSA,West,0,CUSAWest,11,G5
6,Southern Miss,0,CUSA,West,0,CUSAWest,11,G5
7,Southern Miss,0,CUSA,West,0,CUSAWest,11,G5
8,Southern Miss,0,CUSA,West,0,CUSAWest,11,G5
9,Southern Miss,0,CUSA,West,0,CUSAWest,11,G5
10,Southern Miss,0,CUSA,West,0,CUSAWest,11,G5
1,Temple,0.00024,AAC,East,0,AACEast,11,G5
2,Temple,0,AAC,East,0,AACEast,11,G5
3,Temple,0,AAC,East,0,AACEast,11,G5
4,Temple,0,AAC,East,0,AACEast,11,G5
5,Temple,0,AAC,East,0,AACEast,11,G5
6,Temple,0,AAC,East,0,AACEast,11,G5
7,Temple,0,AAC,East,0,AACEast,11,G5
8,Temple,0,AAC,East,0,AACEast,11,G5
9,Temple,0,AAC,East,0,AACEast,11,G5
10,Temple,0,AAC,East,0,AACEast,11,G5
1,Texas State,0,Sun Belt,,0,Sun Belt,11,G5
2,Texas State,0,Sun Belt,,0,Sun Belt,11,G5
3,Texas State,0,Sun Belt,,0,Sun Belt,11,G5
4,Texas State,0,Sun Belt,,0,Sun Belt,11,G5
5,Texas State,0,Sun Belt,,0,Sun Belt,11,G5
